YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,TF,VALID_FL,NO_REF,TOTAL_REF_NB_FL,TOTAL_REF_TIME_MIN,TOTAL_ADD_TIME_MIN,COMMENT
2022,01,JAN,EDDL,Dusseldorf,Germany,3567,3109,7,3102,35482.01083,5911.60583,
2022,01,JAN,EDDM,Munich,Germany,8318,7660,0,7660,87840.3975,24780.56917,
2022,01,JAN,EDDN,Nuremberg,Germany,1145,510,45,465,5634.205,1395.86167,
2022,01,JAN,EDDP,Leipzig-Halle,Germany,2955,1077,78,999,11939.235,2521.7650000000003,
2022,01,JAN,EDDR,Saarbruecken,Germany,77,58,58,0,,,NO REF FLIGHT
2022,01,JAN,EDDS,Stuttgart,Germany,2306,1455,58,1397,15847.2675,2810.34917,
2022,01,JAN,EDDT,Berlin - Tegel,Germany,,,,,,,NO DATA RECEIVED
2022,01,JAN,EDDV,Hanover,Germany,1628,787,146,641,7050.77333,2140.37667,
2022,01,JAN,EDDW,Bremen,Germany,656,373,27,346,4328.635,726.765,
2022,01,JAN,LGAV,Athens,Greece,5421,4425,33,4392,49971.82667,13710.25667,
2022,01,JAN,LHBP,Budapest - Ferihegy,Hungary,3018,2262,60,2202,27708.63167,4984.26833,
2022,01,JAN,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2022,01,JAN,EICK,Cork,Ireland,1426,365,123,242,2681.69167,609.59167,
2022,01,JAN,EIDW,Dublin,Ireland,5473,4186,0,4186,42674.16917,10243.88083,
2022,01,JAN,LLBG,Tel Aviv - Ben Gurion International,Israel,,,,,,,NO DATA RECEIVED
2022,01,JAN,LICC,Catania,Italy,2008,1697,1,1696,18246.33333,5620.18333,
2022,01,JAN,LIMC,Milan - Malpensa,Italy,5751,4358,0,4358,48237.51833,13099.49833,
2022,01,JAN,LIME,Bergamo,Italy,2617,2053,31,2022,24117.99083,5288.10917,
2022,01,JAN,LIMF,Torino Caselle,Italy,,,,,,,DATA ISSUE
2022,01,JAN,LIML,Milan - Linate,Italy,3229,2831,0,2831,28222.50667,7311.59333,
2022,01,JAN,LIPE,Bologna,Italy,,,,,,,NO DATA RECEIVED
2022,01,JAN,LIPZ,Venice,Italy,1689,1358,5,1353,13430.11667,3209.65,
2022,01,JAN,LIRA,Rome - Ciampino,Italy,,,,,,,NO DATA RECEIVED
2022,01,JAN,LIRF,Rome - Fiumicino,Italy,5661,4925,138,4787,50073.57667,12078.80667,
2022,01,JAN,LIRN,Naples,Italy,2015,1725,92,1633,17387.30917,4610.07417,
2022,01,JAN,EVRA,Riga,Latvia,1849,1287,0,1287,14276.10417,3836.47917,
2022,01,JAN,EYVI,Vilnius,Lithuania,,,,,,,NO DATA RECEIVED
2022,01,JAN,ELLX,Luxembourg,Luxembourg,2293,1514,0,1514,17034.91167,3935.0550000000003,
2022,01,JAN,LMML,Malta,Malta,1587,893,97,796,8288.12333,3083.69333,
2022,01,JAN,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2022,01,JAN,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2022,01,JAN,EHAM,Amsterdam - Schiphol,Netherlands,13784,11980,56,11924,141382.2625,36059.55417,
2022,01,JAN,ENBR,Bergen,Norway,,,,,,,NO DATA RECEIVED
2022,01,JAN,ENGM,Oslo - Gardermoen,Norway,5817,4925,51,4874,54563.1075,12493.8425,
2022,01,JAN,ENVA,Trondheim,Norway,,,,,,,NO DATA RECEIVED
2022,01,JAN,ENZV,Stavanger,Norway,,,,,,,NO DATA RECEIVED
2022,01,JAN,EPWA,Warszawa - Chopina,Poland,4732,3847,89,3758,42452.3125,12750.80417,
2022,01,JAN,LPFR,Faro,Portugal,846,720,18,702,8157.2375,1188.4458300000001,
2022,01,JAN,LPPR,Porto,Portugal,2520,2014,8,2006,24599.61417,4073.16917,
2022,01,JAN,LPPT,Lisbon,Portugal,6260,5120,24,5096,65278.82833,16377.93833,
2022,01,JAN,LROP,Bucharest - Otopeni,Romania,3063,2173,58,2115,23641.03333,5615.78333,
2022,01,JAN,LZIB,Bratislava,Slovakia,564,250,19,231,2532.4725000000003,739.7275000000001,
2022,01,JAN,LJLJ,Ljubljana,Slovenia,700,448,1,447,4970.155000000001,1297.77833,
2022,01,JAN,GCFV,Fuerteventura,Spain,1660,1590,120,1470,17185.39333,3961.82333,
2022,01,JAN,GCLP,Gran Canaria,Spain,4552,3605,227,3378,42428.07,12667.78,
2022,01,JAN,GCRR,Lanzarote,Spain,2102,1987,61,1926,23540.23333,5168.11667,
2022,01,JAN,GCTS,Tenerife Sur - Reina Sofia,Spain,2877,2553,13,2540,30665.68,6786.55333,
2022,01,JAN,GCXO,Tenerife North,Spain,2344,1169,4,1165,12582.69667,2617.17,
2022,01,JAN,LEAL,Alicante,Spain,2104,1893,57,1836,22187.185,5176.69833,
2022,01,JAN,LEBB,Bilbao,Spain,1038,787,61,726,8451.11417,1867.41917,
2022,01,JAN,LEBL,Barcelona,Spain,7681,6268,0,6268,73907.13,14039.07,
2022,01,JAN,LEIB,Ibiza,Spain,1067,686,4,682,7630.96667,1413.55,
2022,01,JAN,LEMD,Madrid - Barajas,Spain,11814,9830,14,9816,111773.90333,23857.09667,
2022,01,JAN,LEMG,Málaga,Spain,3753,2992,92,2900,34412.957500000004,8980.70917,
2022,01,JAN,LEPA,Palma de Mallorca,Spain,3373,2401,2,2399,28104.3,4572.4000000000005,
2022,01,JAN,LEVC,Valencia,Spain,1948,1571,0,1571,18389.04167,2980.14167,
2022,01,JAN,LEZL,Sevilla,Spain,1824,1345,27,1318,15321.135,2632.99833,
2022,01,JAN,ESGG,Göteborg,Sweden,1404,1122,55,1067,11256.94167,3663.8250000000003,
2022,01,JAN,ESSA,Stockholm - Arlanda,Sweden,4941,3984,0,3984,45769.3525,10703.81417,
2022,01,JAN,LSGG,Geneva,Switzerland,5552,4758,0,4758,55591.10833,17496.175,
2022,01,JAN,LSZH,Zürich,Switzerland,6343,5486,160,5326,62699.64167,17864.25833,
2022,01,JAN,LTAI,Antalya,Türkiye,,,,,,,NO DATA RECEIVED
2022,01,JAN,LTFJ,Istanbul - Sabiha Gökçen,Türkiye,,,,,,,NO DATA RECEIVED
2022,01,JAN,LTFM,Istanbul,Türkiye,12770,8392,134,8258,106699.93917,32380.31083,
2022,01,JAN,EGBB,Birmingham,United Kingdom,1793,1482,0,1482,17537.88917,3514.7275,
2022,01,JAN,EGCC,Manchester,United Kingdom,,,,,,,NO DATA RECEIVED
2022,01,JAN,EGGD,Bristol,United Kingdom,1526,1074,16,1058,12427.70917,2090.12417,
2022,01,JAN,EGGW,London - Luton,United Kingdom,2948,2341,121,2220,26223.43583,6215.2475,
2022,01,JAN,EGKK,London - Gatwick,United Kingdom,3598,2997,0,2997,37040.5725,6310.69417,
2022,01,JAN,EGLC,London - City,United Kingdom,797,761,48,713,7596.92667,1699.35667,
2022,01,JAN,EGLL,London - Heathrow,United Kingdom,10499,9175,0,9175,112663.00583,36086.94417,
2022,01,JAN,EGNT,Newcastle,United Kingdom,1011,678,36,642,7680.34417,1638.63917,
2022,01,JAN,EGPD,Aberdeen,United Kingdom,1110,898,4,894,10036.10833,2412.44167,
2022,01,JAN,EGPF,Glasgow,United Kingdom,1638,1255,59,1196,14962.84167,3045.29167,
2022,01,JAN,EGPH,Edinburgh,United Kingdom,2177,1751,22,1729,21649.62667,4193.20667,
2022,01,JAN,EGSS,London - Stansted,United Kingdom,4134,3133,26,3107,37817.523330000004,7800.02667,
2022,02,FEB,LOWW,Vienna,Austria,4915,4077,1,4076,45201.54333,9821.09,
2022,02,FEB,EBBR,Brussels,Belgium,4956,3727,231,3496,39225.700000000004,9742.95,
2022,02,FEB,EBCI,Brussels - Charleroi,Belgium,2233,1312,41,1271,13935.86667,3174.41667,
2022,02,FEB,LBSF,Sofia,Bulgaria,1536,1176,42,1134,12136.4775,2961.73917,
2022,02,FEB,LDZA,Zagreb,Croatia,1313,1044,35,1009,11114.6875,3037.6125,
2022,02,FEB,LKPR,Prague,Czech Republic,2573,2111,41,2070,22925.16417,5926.81917,
2022,02,FEB,EKCH,Copenhagen - Kastrup,Denmark,5609,4470,94,4376,50586.45417,11163.4125,
2022,02,FEB,EETN,Tallinn,Estonia,1156,652,27,625,6753.68333,1867.51667,
2022,02,FEB,EFHK,Helsinki - Vantaa,Finland,4268,3006,97,2909,30999.23417,8555.282500000001,
2022,02,FEB,LFBO,Toulouse-Blagnac,France,2057,1750,40,1710,20694.78833,2919.32833,
2022,02,FEB,LFLL,Lyon-Saint-Exupéry,France,2563,2089,62,2027,22769.5825,3961.9175,
2022,02,FEB,LFML,Marseille-Provence,France,2517,1984,84,1900,16568.04167,6692.59167,
2022,02,FEB,LFMN,Nice-Côte d’Azur,France,3510,3142,17,3125,34531.5625,11765.90417,
2022,02,FEB,LFPG,Paris - Charles-de-Gaulle,France,11950,9725,39,9686,125074.11667,24670.75,
2022,02,FEB,LFPO,Paris - Orly,France,5961,5245,91,5154,65594.27333,14128.72667,
2022,02,FEB,LFSB,Bâle-Mulhouse,France,2194,1292,48,1244,14907.30917,3368.39083,
2022,02,FEB,UGKO,Kutaisi,Georgia,,,,,,,NO DATA RECEIVED
2022,02,FEB,UGSB,Batumi,Georgia,,,,,,,NO DATA RECEIVED
2022,02,FEB,UGTB,Tbilisi,Georgia,,,,,,,NO DATA RECEIVED
2022,02,FEB,EDDB,Berlin - Brandenburg,Germany,5016,4228,67,4161,51994.9475,11164.58583,
2022,02,FEB,EDDC,Dresden,Germany,251,178,26,152,1776.6825000000001,528.9675,
2022,02,FEB,EDDE,Erfurt,Germany,187,40,40,0,,,NO REF FLIGHT
2022,02,FEB,EDDF,Frankfurt,Germany,11164,9865,21,9844,123449.52333,39216.36,
2022,02,FEB,EDDG,Muenster-Osnabrueck,Germany,664,177,19,158,1777.79583,597.05417,
2022,02,FEB,EDDH,Hamburg,Germany,2849,2355,103,2252,27983.735,5754.365000000001,
2022,02,FEB,EDDK,Cologne-Bonn,Germany,3513,1702,65,1637,18042.09333,4511.27333,
2022,02,FEB,EDDL,Dusseldorf,Germany,3207,2766,0,2766,31434.11667,7126,
2022,02,FEB,EDDM,Munich,Germany,7525,6901,0,6901,79428.8275,20093.05583,
2022,02,FEB,EDDN,Nuremberg,Germany,1326,502,20,482,5839.7875,1467.0625,
2022,02,FEB,EDDP,Leipzig-Halle,Germany,2912,1014,63,951,11411.8575,2676.3425,
2022,02,FEB,EDDR,Saarbruecken,Germany,115,71,71,0,,,NO REF FLIGHT
2022,02,FEB,EDDS,Stuttgart,Germany,2337,1377,40,1337,14970.82083,2941.07917,
2022,02,FEB,EDDT,Berlin - Tegel,Germany,,,,,,,NO DATA RECEIVED
2022,02,FEB,EDDV,Hanover,Germany,1640,695,110,585,6436.02833,1839.77167,
2022,02,FEB,EDDW,Bremen,Germany,699,371,30,341,4266.84333,801.60667,
2022,02,FEB,LGAV,Athens,Greece,5014,4060,4,4056,46087.56417,12576.2525,
2022,02,FEB,LHBP,Budapest - Ferihegy,Hungary,2870,2148,56,2092,26167.74667,4350.33667,
2022,02,FEB,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2022,02,FEB,EICK,Cork,Ireland,1286,390,126,264,2929.62,903.73,
2022,02,FEB,EIDW,Dublin,Ireland,5766,4426,161,4265,43768.41083,13540.43917,
2022,02,FEB,LLBG,Tel Aviv - Ben Gurion International,Israel,,,,,,,NO DATA RECEIVED
2022,02,FEB,LICC,Catania,Italy,1757,1466,0,1466,15784.66667,4994.9000000000005,
2022,02,FEB,LIMC,Milan - Malpensa,Italy,5449,4170,7,4163,46388.648330000004,12912.11833,
2022,02,FEB,LIME,Bergamo,Italy,2905,2302,47,2255,27380.1625,5843.37083,
2022,02,FEB,LIMF,Torino Caselle,Italy,,,,,,,DATA ISSUE
2022,02,FEB,LIML,Milan - Linate,Italy,2985,2613,15,2598,26379.96667,6787.01667,
2022,02,FEB,LIPE,Bologna,Italy,,,,,,,NO DATA RECEIVED
2022,02,FEB,LIPZ,Venice,Italy,1686,1416,7,1409,14089.17333,3258.71,
2022,02,FEB,LIRA,Rome - Ciampino,Italy,,,,,,,NO DATA RECEIVED
2022,02,FEB,LIRF,Rome - Fiumicino,Italy,5147,4481,40,4441,46888.50083,11725.4325,
2022,02,FEB,LIRN,Naples,Italy,1870,1584,42,1542,16415.52083,4276.9125,
2022,02,FEB,EVRA,Riga,Latvia,1550,1087,0,1087,12202.32417,2831.0925,
2022,02,FEB,EYVI,Vilnius,Lithuania,,,,,,,NO DATA RECEIVED
2022,02,FEB,ELLX,Luxembourg,Luxembourg,2534,1665,0,1665,18830.555,4466.82833,
2022,02,FEB,LMML,Malta,Malta,1695,872,105,767,8018.41,3215.02333,
2022,02,FEB,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2022,02,FEB,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2022,02,FEB,EHAM,Amsterdam - Schiphol,Netherlands,12766,11125,65,11060,132582.8075,38225.82583,
2022,02,FEB,ENBR,Bergen,Norway,,,,,,,NO DATA RECEIVED
2022,02,FEB,ENGM,Oslo - Gardermoen,Norway,5505,4697,44,4653,52770.41,10793.45667,
2022,02,FEB,ENVA,Trondheim,Norway,,,,,,,NO DATA RECEIVED
2022,02,FEB,ENZV,Stavanger,Norway,,,,,,,NO DATA RECEIVED
2022,02,FEB,EPWA,Warszawa - Chopina,Poland,3793,3046,200,2846,32006.60667,7077.56,
2022,02,FEB,LPFR,Faro,Portugal,1064,925,19,906,10498.1425,1315.22417,
2022,02,FEB,LPPR,Porto,Portugal,2509,1961,0,1961,23675.05,3586.48333,
2022,02,FEB,LPPT,Lisbon,Portugal,5982,4902,27,4875,62470.9275,13266.88917,
2022,02,FEB,LROP,Bucharest - Otopeni,Romania,2716,1971,56,1915,21112.53083,4772.9025,
2022,02,FEB,LZIB,Bratislava,Slovakia,657,297,77,220,2446.9275000000002,708.43917,
2022,02,FEB,LJLJ,Ljubljana,Slovenia,606,403,4,399,4421.945000000001,1273.505,
2022,02,FEB,GCFV,Fuerteventura,Spain,1588,1512,34,1478,17451.2475,4260.58583,
2022,02,FEB,GCLP,Gran Canaria,Spain,4146,3212,56,3156,39130.62417,11334.1425,
2022,02,FEB,GCRR,Lanzarote,Spain,2092,1995,5,1990,24513.03333,5202.45,
2022,02,FEB,GCTS,Tenerife Sur - Reina Sofia,Spain,2791,2483,25,2458,29838.89167,6809.675,
2022,02,FEB,GCXO,Tenerife North,Spain,2258,1100,4,1096,11699.7,2378.18333,
2022,02,FEB,LEAL,Alicante,Spain,2146,1963,13,1950,23557.215,5167.46833,
2022,02,FEB,LEBB,Bilbao,Spain,1038,776,67,709,8327.09,1692.81,
2022,02,FEB,LEBL,Barcelona,Spain,7466,6129,0,6129,72216.32917,13842.32083,
2022,02,FEB,LEIB,Ibiza,Spain,1033,647,6,641,7286.425,1354.125,
2022,02,FEB,LEMD,Madrid - Barajas,Spain,11068,9172,44,9128,104310.48167,21678.835,
2022,02,FEB,LEMG,Málaga,Spain,3841,2984,92,2892,34067.52167,7537.82833,
2022,02,FEB,LEPA,Palma de Mallorca,Spain,3417,2501,5,2496,29408.38333,4329.85,
2022,02,FEB,LEVC,Valencia,Spain,1898,1551,0,1551,18303.23083,2808.38583,
2022,02,FEB,LEZL,Sevilla,Spain,1833,1328,32,1296,14793.87583,2328.1075,
2022,02,FEB,ESGG,Göteborg,Sweden,1318,1060,69,991,11137.88833,2983.81167,
2022,02,FEB,ESSA,Stockholm - Arlanda,Sweden,4420,3652,0,3652,42356.075,9318.60833,
2022,02,FEB,LSGG,Geneva,Switzerland,5745,4872,0,4872,56736.950000000004,18649.61667,
2022,02,FEB,LSZH,Zürich,Switzerland,5770,4929,92,4837,57801.225,15231.75833,
2022,02,FEB,LTAI,Antalya,Türkiye,,,,,,,NO DATA RECEIVED
2022,02,FEB,LTFJ,Istanbul - Sabiha Gökçen,Türkiye,,,,,,,NO DATA RECEIVED
2022,02,FEB,LTFM,Istanbul,Türkiye,12956,8524,118,8406,109333.49,29981.86,
2022,02,FEB,EGBB,Birmingham,United Kingdom,1956,1619,0,1619,19243.70917,4457.37417,
2022,02,FEB,EGCC,Manchester,United Kingdom,,,,,,,NO DATA RECEIVED
2022,02,FEB,EGGD,Bristol,United Kingdom,1807,1332,8,1324,15746.55417,3494.17917,
2022,02,FEB,EGGW,London - Luton,United Kingdom,3333,2555,208,2347,28675.62667,10841.87333,
2022,02,FEB,EGKK,London - Gatwick,United Kingdom,4382,3569,0,3569,44054.34167,9655.80833,
2022,02,FEB,EGLC,London - City,United Kingdom,1103,1057,26,1031,10912.17833,3090.72167,
2022,02,FEB,EGLL,London - Heathrow,United Kingdom,7970,6881,0,6881,84183.40583,30032.1275,
2022,02,FEB,EGNT,Newcastle,United Kingdom,1054,716,43,673,8069.25917,1685.6575,
2022,02,FEB,EGPD,Aberdeen,United Kingdom,1088,884,0,884,9918.46667,3052.5,
2022,02,FEB,EGPF,Glasgow,United Kingdom,1727,1343,58,1285,16039.16917,3281.9475,
2022,02,FEB,EGPH,Edinburgh,United Kingdom,2652,2094,31,2063,25814.09,5049.34333,
2022,02,FEB,EGSS,London - Stansted,United Kingdom,5147,3860,24,3836,47089.33333,12958.11667,
2022,03,MAR,LOWW,Vienna,Austria,6538,5511,0,5511,60595.648330000004,13294.21833,
2022,03,MAR,EBBR,Brussels,Belgium,6562,4987,242,4745,54142.2125,9608.40417,
2022,03,MAR,EBCI,Brussels - Charleroi,Belgium,3147,1746,120,1626,18181.76667,3091.3,
2022,03,MAR,LBSF,Sofia,Bulgaria,1849,1400,74,1326,14082.51333,3626.7200000000003,
2022,03,MAR,LDZA,Zagreb,Croatia,1608,1279,22,1257,13843.83083,3373.63583,
2022,03,MAR,LKPR,Prague,Czech Republic,3244,2633,481,2152,22981.335,4315.99833,
2022,03,MAR,EKCH,Copenhagen - Kastrup,Denmark,7183,5825,107,5718,64994.10583,12419.2775,
2022,03,MAR,EETN,Tallinn,Estonia,1482,740,11,729,7867.46167,2158.02167,
2022,03,MAR,EFHK,Helsinki - Vantaa,Finland,5028,3405,110,3295,35296.36667,7357.18333,
2022,03,MAR,LFBO,Toulouse-Blagnac,France,2699,2307,114,2193,25010.15,4479.38333,
2022,03,MAR,LFLL,Lyon-Saint-Exupéry,France,3269,2670,204,2466,27654.02417,4903.55917,
2022,03,MAR,LFML,Marseille-Provence,France,3115,2480,18,2462,21495.99917,8978.3675,
2022,03,MAR,LFMN,Nice-Côte d’Azur,France,4328,3903,23,3880,43401.05917,15095.27417,
2022,03,MAR,LFPG,Paris - Charles-de-Gaulle,France,14892,12176,55,12121,165846.56333,26197.98667,
2022,03,MAR,LFPO,Paris - Orly,France,7513,6652,98,6554,76816.98,12835.92,
2022,03,MAR,LFSB,Bâle-Mulhouse,France,2917,1813,95,1718,20631.99667,3779.52,
2022,03,MAR,UGKO,Kutaisi,Georgia,,,,,,,NO DATA RECEIVED
2022,03,MAR,UGSB,Batumi,Georgia,,,,,,,NO DATA RECEIVED
2022,03,MAR,UGTB,Tbilisi,Georgia,,,,,,,NO DATA RECEIVED
2022,03,MAR,EDDB,Berlin - Brandenburg,Germany,6220,5251,290,4961,55886.46583,10537.45083,
2022,03,MAR,EDDC,Dresden,Germany,436,317,68,249,2644.74917,572.63417,
2022,03,MAR,EDDE,Erfurt,Germany,285,38,38,0,,,NO REF FLIGHT
2022,03,MAR,EDDF,Frankfurt,Germany,13459,12063,60,12003,163237.36417,38190.71917,
2022,03,MAR,EDDG,Muenster-Osnabrueck,Germany,1191,242,24,218,2288.625,581.375,
2022,03,MAR,EDDH,Hamburg,Germany,4137,3285,123,3162,38236.895000000004,8769.37167,
2022,03,MAR,EDDK,Cologne-Bonn,Germany,4474,2356,194,2162,25374.71667,4608.41667,
2022,03,MAR,EDDL,Dusseldorf,Germany,4760,4196,3,4193,51239.37,7757.39667,
2022,03,MAR,EDDM,Munich,Germany,8242,7478,0,7478,83736.90833,16890.20833,
2022,03,MAR,EDDN,Nuremberg,Germany,2000,726,106,620,6939.507500000001,1469.3425,
2022,03,MAR,EDDP,Leipzig-Halle,Germany,3280,1103,375,728,8418.10583,1426.74417,
2022,03,MAR,EDDR,Saarbruecken,Germany,159,100,100,0,,,NO REF FLIGHT
2022,03,MAR,EDDS,Stuttgart,Germany,3496,2050,70,1980,23669.64167,3578.24167,
2022,03,MAR,EDDT,Berlin - Tegel,Germany,,,,,,,NO DATA RECEIVED
2022,03,MAR,EDDV,Hanover,Germany,2627,970,307,663,7053.9000000000005,1680.91667,
2022,03,MAR,EDDW,Bremen,Germany,1236,537,158,379,4597.24,806.17667,
2022,03,MAR,LGAV,Athens,Greece,6232,4974,9,4965,56468.69167,16287.375,
2022,03,MAR,LHBP,Budapest - Ferihegy,Hungary,3555,2653,58,2595,32267.83083,5340.13583,
2022,03,MAR,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2022,03,MAR,EICK,Cork,Ireland,1882,549,176,373,4170.12667,703.69,
2022,03,MAR,EIDW,Dublin,Ireland,7713,6015,215,5800,64166.62667,16192.02333,
2022,03,MAR,LLBG,Tel Aviv - Ben Gurion International,Israel,,,,,,,NO DATA RECEIVED
2022,03,MAR,LICC,Catania,Italy,2303,1928,4,1924,20895.3,7344.86667,
2022,03,MAR,LIMC,Milan - Malpensa,Italy,7032,5498,0,5498,60263.55,14855.15,
2022,03,MAR,LIME,Bergamo,Italy,3448,2754,140,2614,31791.02333,6298.77667,
2022,03,MAR,LIMF,Torino Caselle,Italy,,,,,,,DATA ISSUE
2022,03,MAR,LIML,Milan - Linate,Italy,3848,3351,0,3351,34196.44833,7504.76833,
2022,03,MAR,LIPE,Bologna,Italy,,,,,,,NO DATA RECEIVED
2022,03,MAR,LIPZ,Venice,Italy,2270,1874,7,1867,18544.9,4508.1,
2022,03,MAR,LIRA,Rome - Ciampino,Italy,,,,,,,NO DATA RECEIVED
2022,03,MAR,LIRF,Rome - Fiumicino,Italy,6658,5894,27,5867,61271.4975,15449.302500000002,
2022,03,MAR,LIRN,Naples,Italy,2586,2206,88,2118,22305.57583,5990.14083,
2022,03,MAR,EVRA,Riga,Latvia,1751,1232,0,1232,13455.19833,2845.30167,
2022,03,MAR,EYVI,Vilnius,Lithuania,,,,,,,NO DATA RECEIVED
2022,03,MAR,ELLX,Luxembourg,Luxembourg,3496,2089,0,2089,23499.50167,4718.44833,
2022,03,MAR,LMML,Malta,Malta,2131,1344,62,1282,13418.1225,4690.3275,
2022,03,MAR,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2022,03,MAR,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2022,03,MAR,EHAM,Amsterdam - Schiphol,Netherlands,16151,14139,104,14035,164484.11167,34814.07167,
2022,03,MAR,ENBR,Bergen,Norway,,,,,,,NO DATA RECEIVED
2022,03,MAR,ENGM,Oslo - Gardermoen,Norway,7683,6665,41,6624,74201.3725,15138.71083,
2022,03,MAR,ENVA,Trondheim,Norway,,,,,,,NO DATA RECEIVED
2022,03,MAR,ENZV,Stavanger,Norway,,,,,,,NO DATA RECEIVED
2022,03,MAR,EPWA,Warszawa - Chopina,Poland,4868,3897,14,3883,43347.905,10842.12833,
2022,03,MAR,LPFR,Faro,Portugal,1617,1398,28,1370,15930.985,2611.23167,
2022,03,MAR,LPPR,Porto,Portugal,3272,2577,10,2567,30982.83667,5872.74667,
2022,03,MAR,LPPT,Lisbon,Portugal,7398,6048,52,5996,74528.2,19572.53333,
2022,03,MAR,LROP,Bucharest - Otopeni,Romania,3625,2538,62,2476,26036.90833,6695.64167,
2022,03,MAR,LZIB,Bratislava,Slovakia,996,395,111,284,3109.21667,836.1,
2022,03,MAR,LJLJ,Ljubljana,Slovenia,859,488,2,486,5400.975,1305.19167,
2022,03,MAR,GCFV,Fuerteventura,Spain,2022,1924,45,1879,22214.43417,5385.79917,
2022,03,MAR,GCLP,Gran Canaria,Spain,4936,3813,78,3735,46692.04667,14238.12,
2022,03,MAR,GCRR,Lanzarote,Spain,2590,2415,220,2195,27178.305,5589.37833,
2022,03,MAR,GCTS,Tenerife Sur - Reina Sofia,Spain,3203,2902,16,2886,34515.445,7024.505,
2022,03,MAR,GCXO,Tenerife North,Spain,2765,1350,1,1349,14221.3825,3273.78417,
2022,03,MAR,LEAL,Alicante,Spain,2922,2636,26,2610,31342.24333,8666.00667,
2022,03,MAR,LEBB,Bilbao,Spain,1346,1010,181,829,10123.38417,2006.86583,
2022,03,MAR,LEBL,Barcelona,Spain,9850,8149,1579,6570,83401.8325,20094.50083,
2022,03,MAR,LEIB,Ibiza,Spain,1378,930,1,929,10957.66083,2316.30583,
2022,03,MAR,LEMD,Madrid - Barajas,Spain,13188,10892,121,10771,123753.70417,27438.92917,
